job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing
AI/ML Engineer,Techvify,Hanoi,2026-03-09,,,,Internship,Mid,,"Python, Java, JavaScript, TypeScript, Go, Ruby, PHP, React, Vue, Node.js, .NET, Docker, AWS, Azure, GCP, Terraform, SQL, NoSQL, Git, DevOps, Scrum, REST, AI, React Native, Flutter, Security",linkedin,True
Sales/Presales,Savills Vietnam,Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,10.0,"Excel, Networking, CRM",linkedin,True
Other,Rize,Ho Chi Minh City,2026-04-10,,,,Full-time,Junior,,"Go, Scala, Excel, CRM",linkedin,True
DevOps/Infra Engineer,Manulife,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,,"Python, Java, JavaScript, Express, HTML, Firewall, Security",linkedin,True
Business Analyst,Sucafina,Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,2.0,"Scala, REST, Security, ERP, CRM",linkedin,True
DevOps/Infra Engineer,Vietnamese-German University,Other,2026-05-07,,,,Full-time,Manager+,5.0,"Docker, Kubernetes, AWS, Azure, Jenkins, GitLab CI, GitHub Actions, Git, CI/CD, DevOps, Linux, Networking, Security",linkedin,True
Solution Architect,GoTymeX,Other,2025-12-09,,,,Full-time,Senior,,"Python, Java, Kotlin, Scala, Spring, Docker, Kubernetes, AWS, Azure, GCP, NoSQL, PostgreSQL, MySQL, CI/CD, Agile, AI",linkedin,True
Other,Asphalt Distribution Company Limited,Hanoi,2026-05-05,,,,Full-time,Junior,3.0,"Power BI, Excel",linkedin,True
UI/UX Designer,Eureka Robotics,Hanoi,2026-04-24,,,,Full-time,Mid,2.0,"Agile, Excel, Jira, Figma, Sketch, Adobe",linkedin,True
Sales/Presales,Eurofins,Ho Chi Minh City,2026-05-07,,,,Full-time,Manager+,,Rust,linkedin,True
Project Manager,Bitfinex,Other,2026-04-08,,,,Full-time,Mid,5.0,"Rust, Agile, Excel, Security, Project Management",linkedin,True
IT Manager,Thientu HR,Ho Chi Minh City,2026-04-17,,,,Full-time,Mid,3.0,"Scala, Excel",linkedin,True
Fullstack/Software Engineer,Apple,Hanoi,2026-02-07,,,,Full-time,Mid,,"Machine Learning, Excel",linkedin,True
AI/ML Engineer,CNK Consulting Vietnam,Hanoi,2026-04-08,,,,Full-time,Mid,5.0,"Python, Scala, SQL, NoSQL, Microservices, Machine Learning, Deep Learning, NLP, AI, Security",linkedin,True
IT Manager,Chubb Life,Other,2026-05-07,,,,Full-time,Mid,8.0,"Agile, Scrum, Machine Learning, AI, Excel, Project Management, PMP",linkedin,True
Other,Mobio Platform,Hanoi,2026-05-05,,,,Full-time,Junior,4.0,"Agile, REST, AI, Excel, CRM",linkedin,True
IT Manager,Kärcher,Ho Chi Minh City,2026-04-08,,,,Full-time,Mid,5.0,Excel,linkedin,True
IT Manager,Paymentology,Ho Chi Minh City,2026-03-09,,,,Full-time,Mid,6.0,"Go, Scala, Excel, Jira, API, Project Management",linkedin,True
AI/ML Engineer,Grab,Other,2026-05-05,,,,Full-time,Junior,,"Python, Scala, SQL, REST, Machine Learning, Tableau, Excel",linkedin,True
Product Manager/Owner,QANDA(Mathpresso),Hanoi,2026-05-01,,,,Full-time,Mid,,"Agile, Scrum, REST, AI",linkedin,True
IT Support,Ateme,Hanoi,2026-05-03,,,,Full-time,Mid,8.0,"Rust, Scala, Docker, Kubernetes, DevOps, Linux, Excel, Jira, Networking, Security",linkedin,True
Business Analyst,VMO,Hanoi,2026-05-06,,,,Full-time,Mid,5.0,"Go, Agile, Scrum",linkedin,True
Fullstack/Software Engineer,Renesas Electronics,Ho Chi Minh City,2026-05-05,,,,Full-time,Junior,,"Scala, Express, REST, Excel, Networking",linkedin,True
Other,FiinGroup,Hanoi,2025-11-09,,,,Full-time,Mid,1.0,,linkedin,True
Frontend Developer,Axon,Ho Chi Minh City,2026-04-24,,,,Full-time,Junior,2.0,"Java, JavaScript, React, Security",linkedin,True
Product Manager/Owner,Chợ Tốt,Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,2.0,"REST, Excel",linkedin,True
Frontend Developer,Techvify,Hanoi,2026-04-17,,,,Full-time,Mid,5.0,"Python, Java, JavaScript, TypeScript, Go, Ruby, PHP, Scala, React, Vue, Node.js, .NET, AWS, Azure, Terraform, Git, CI/CD, DevOps, Agile, Scrum, AI, HTML, CSS, SASS, Excel, Figma, React Native, Flutter, Security",linkedin,True
UI/UX Designer,BSP Software Services Corporation,Ho Chi Minh City,1 year ago,,,,Full-time,Mid,1.0,,linkedin,True
UI/UX Designer,MOR Software JSC,Hanoi,2026-05-01,,,,Full-time,Junior,2.0,Go,linkedin,True
Solution Architect,VPBank,Hanoi,2026-04-17,,,,Full-time,Mid,,"Python, Java, JavaScript, Go, MongoDB, MySQL, DevOps, Agile, HTML, CSS, Excel, ITIL, Security, Project Management",linkedin,True
Other,"KMS Technology, Inc.",Ho Chi Minh City,2026-04-10,,,,Full-time,Manager+,3.0,"Rust, AI, Excel",linkedin,True
AI/ML Engineer,Intrepid Asia,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,"Python, AI, Excel",linkedin,True
IT Manager,Dai-ichi Life Vietnam,Ho Chi Minh City,2026-05-04,,,,Full-time,Senior,4.0,Perl,linkedin,True
IT Manager,Amaris Consulting,Ho Chi Minh City,2026-05-05,,,,Full-time,Junior,2.0,"Rust, REST, Excel",linkedin,True
Fullstack/Software Engineer,Bespoke Labs,Other,2026-04-10,,,,Contract,Mid,10.0,"Python, Go, Scala, AI",linkedin,True
Project Manager,Viettel Software Career,Hanoi,2026-05-07,,,,Full-time,Mid,3.0,PMP,linkedin,True
Data Engineer,FPT Software Career,Ho Chi Minh City,2026-05-04,,,,Full-time,Junior,3.0,"Python, Java, JavaScript, TypeScript, Perl, Angular, Django, Flask, Spring, Spring Boot, AWS, Azure, Jenkins, SQL, MySQL, Git, DevOps, Agile, Scrum, Linux, REST, Microservices, HTML, CSS, Excel, Security, Project Management",linkedin,True
Fullstack/Software Engineer,VSOL | VN Solutions,Ho Chi Minh City,2026-05-04,,,,Full-time,Senior,,"Swift, Scala, React, AWS, Azure, GCP, Linux, Jira, ServiceNow, ITIL, Networking, Security",linkedin,True
Backend Developer,MBBank,Hanoi,2026-04-17,,,,Full-time,Junior,,"Java, Go, Docker, Kubernetes, SQL, NoSQL, MongoDB, PostgreSQL, CI/CD, GraphQL, Excel, API",linkedin,True
Data Analyst,Vexere.com - Vietnam’s #1 Transportation Booking Platform (Bus | Flight | Train | Bike Car Rental)),Ho Chi Minh City,2026-04-24,,,,Full-time,Mid,1.0,"SQL, PostgreSQL, AI, Power BI, Tableau",linkedin,True
ERP/CRM Specialist,CANIFA,Hanoi,2025-09-10,,,,Full-time,Mid,1.0,ERP,linkedin,True
Other,Comms8,Other,2026-05-01,,,,Full-time,Mid,,"Rust, AI",linkedin,True
Other,Pandora,Other,2026-05-01,,,,Full-time,Mid,3.0,"Perl, Express",linkedin,True
Fullstack/Software Engineer,Astek Vietnam,Hanoi,2026-04-08,,,,Full-time,Mid,8.0,"Python, Java, Rust, Scala, .NET, AWS, Azure, GCP, CI/CD, DevOps, Microservices, AI, Excel, Security",linkedin,True
Other,TRG International,Ho Chi Minh City,2025-06-12,,,,Full-time,Mid,,Adobe,linkedin,True
Data Analyst,SCG Vietnam,Da Nang,2026-05-07,,,,Full-time,Junior,1.0,"Power BI, Excel, ERP",linkedin,True
IT Manager,BlockBase,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,3.0,"AWS, GCP, DevOps, AI, Excel, Blockchain, ERP",linkedin,True
Project Manager,Mynavi TechTus Vietnam,Da Nang,2026-05-04,,,,Full-time,Mid,5.0,"DevOps, Agile, Scrum, Project Management, PMP",linkedin,True
